status,start_time_main,version,notes,pc_name,threads,dataset,print_out_data,y_classes,x_features,n-train,n-test,seed_val,m_time,m_console,alpha,beta,beta_dict,score_threshold,msub_time,msub_console,c_time,count_miss,cb,max_itr,ibudget,adv_idx_ls,glo_cut_v0,glo_cut_v1,glo_cut_v2,wbudget,mst_train_acc,mst_test_acc,adv_train_acc,adv_test_acc,mst_idx_example_ls,mst_idx_example_count,adv_idx_example_ls,adv_idx_example_count,time_s,record_folder
completed,2022-10-14_21-14-36,1.1,,Elderax,10,balance,1,3,20,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,84,82,82,"{0: 1, 1: 1, 2: 1, 5: 1, 7: 1, 8: 1}",6,"{0: 1, 1: 1, 7: 1}",3,15,
completed,2022-10-14_21-15-02,1.1,,Elderax,10,balance,1,3,20,50,50,123456789,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,64,44,62,42,{6: 1},1,{},0,0,
completed,2022-10-14_21-16-06,1.1,reported,Elderax,10,balance,1,3,20,50,50,12345,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,80,72,82,72,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1}",5,"{1: 1, 2: 1, 4: 1, 6: 1, 7: 1, 8: 1, 9: 1}",7,1031,/logs/2022-10-14_21-16-06_dataset-balance_ibudget-2
completed,2022-10-14_21-46-03,1.1,reported,Elderax,10,balance,1,3,20,50,50,123456,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,76,72,76,72,"{1: 1, 6: 1, 7: 1, 9: 1}",4,"{1: 1, 6: 1, 7: 1, 9: 1}",4,869,/logs/2022-10-14_21-46-03_dataset-balance_ibudget-2
completed,2022-10-14_22-03-07,1.1,reported,Elderax,10,balance,1,3,20,50,50,1234567,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,88,78,84,66,"{0: 1, 3: 1, 4: 1, 6: 1, 8: 1}",5,"{0: 1, 6: 1, 7: 1, 8: 1}",4,957,/logs/2022-10-14_22-03-07_dataset-balance_ibudget-2
completed,2022-10-14_22-26-08,1.1,reported,Elderax,10,balance,1,3,20,50,50,12345678,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,84,84,80,82,"{0: 1, 1: 1, 2: 1, 5: 1, 7: 1, 8: 1}",6,"{0: 1, 1: 1, 7: 1}",3,1301,/logs/2022-10-14_22-26-08_dataset-balance_ibudget-2
completed,2022-10-14_22-55-09,1.1,reported,Elderax,10,balance,1,3,20,50,50,123456789,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,64,44,62,42,{6: 1},1,{},0,0,/logs/2022-10-14_22-55-09_dataset-balance_ibudget-2
completed,2022-10-14_22-56-49,1.1,,Elderax,10,zoo,1,7,21,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,94,90,94,90,"{1: 1, 4: 1, 6: 1}",3,"{1: 1, 2: 1, 6: 1}",3,9,
completed,2022-10-14_22-57-03,1.1,,Elderax,10,zoo,1,7,21,50,50,1,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,100,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,94,90,94,90,"{1: 1, 2: 1, 4: 1, 6: 1}",4,"{1: 1, 6: 1}",2,10,
completed,2022-10-14_22-57-35,1.1,,Elderax,10,zoo,1,7,21,50,50,1,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,94,90,94,90,"{1: 1, 4: 1, 6: 1}",3,"{1: 1, 4: 1, 6: 1}",3,721,
completed,2022-10-14_23-12-52,1.1,,Elderax,10,zoo,1,7,21,50,50,12,30,0,5,7,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,98,90,98,90,"{0: 1, 1: 1, 2: 1, 3: 1, 7: 1, 8: 1, 9: 1}",7,"{0: 1, 1: 1, 2: 1, 3: 1, 7: 1, 8: 1, 9: 1}",7,770,
completed,2022-10-18_23-28-17,1.1,reported,Elderax,10,post-operative,1,3,22,45,45,123,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,75.56,66.67,73.33,68.89,"{0: 1, 2: 1, 3: 1, 6: 1, 7: 1}",5,{},0,1,/logs/2022-10-18_23-28-17_dataset-post-operative_ibudget-6
completed,2022-10-18_23-28-25,1.1,reported,Elderax,10,post-operative,1,3,22,45,45,1234,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,68.89,66.67,71.11,71.11,"{0: 1, 7: 1}",2,{},0,0,/logs/2022-10-18_23-28-25_dataset-post-operative_ibudget-6
completed,2022-10-18_23-28-28,1.1,reported,Elderax,10,post-operative,1,3,22,45,45,12345,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,71.11,71.11,71.11,71.11,"{1: 1, 3: 1, 5: 1, 6: 1, 8: 1}",5,{},0,0,/logs/2022-10-18_23-28-28_dataset-post-operative_ibudget-6
completed,2022-10-18_23-28-30,1.1,reported,Elderax,10,post-operative,1,3,22,45,45,123456,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,77.78,64.44,77.78,64.44,"{5: 1, 6: 1, 7: 1}",3,{},0,0,/logs/2022-10-18_23-28-30_dataset-post-operative_ibudget-6
completed,2022-10-18_23-28-33,1.1,reported,Elderax,10,post-operative,1,3,22,45,45,1234567,30,0,5,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",1,5,0,0,0,0,1000,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",TRUE,FALSE,FALSE,5,73.33,60,73.33,68.89,"{0: 1, 3: 1, 4: 1}",3,{},0,0,/logs/2022-10-18_23-28-33_dataset-post-operative_ibudget-6
